APOGEE_ID,region,line_Fe,abun_Fe_log,MAD_Fe_log,abun_Fe_sol,MAD_Fe_sol,line_Mg,abun_Mg_log,MAD_Mg_log,abun_Mg_sol,MAD_Mg_sol,line_Si,abun_Si_log,MAD_Si_log,abun_Si_sol,MAD_Si_sol,line_Ti,abun_Ti_log,MAD_Ti_log,abun_Ti_sol,MAD_Ti_sol,line_C,abun_C_log,MAD_C_log,abun__C_sol,MAD_C_sol,line_K,abun_K_log,MAD_K_log,abun_K_sol,MAD_K_sol
2M06403746+0955212,2264,10,7.373,0.01037821552954,-0.133249855041504,0.0103781702841102,3,6.989,0.0133434199665496,-0.614330156402588,0.0133431598053334,2.3.7,7.214,0.0333585499163759,-0.29600001335144,0.0333586064731623,,,,,,2,8.0825,0.0652344976142472,-0.307500019073487,0.065234718185713,,,,,
2M06404485+0957442,2264,10,7.284,0.0200151299498257,-0.222250080108642,0.0200150931879144,3,6.907,0.0177912266220678,-0.696329935150146,0.017791351046997,2.3.7,7.119,0.00518910776477,-0.39100004196167,0.0051894386219694,,,,,,2,8.183,0.0177912266220678,-0.207000389099122,0.017791351046997,,,,,
2M06405059+0954573,2264,10,7.183,0.0088956133110339,-0.323249912261963,0.0088956755234984,3,6.717,0.0200151299498257,-0.886329992370605,0.0200150931879145,2.3.7,7.112,0.0088956133110339,-0.398000011444092,0.0088956755234985,,,,,,2,8.1075,0.0170499255128141,-0.282499923706055,0.0170504571466055,,,,,
2M06410328+0957549,2264,10,7.434,0.0266868399331005,-0.0722499847412105,0.0266870265704955,3,6.929,0.0459606687736745,-0.674330099182129,0.0459608723781043,3.7,7.20525,0.028910743260859,-0.304750094413757,0.028910768711413,,,,,,2,8.147,0.0355824532441344,-0.242999687194825,0.035582702093994,,,,,
2M06410357+1000353,2264,,,,,,3,6.851,0.0785779175807968,-0.752330167846679,0.0785778779910465,3.7,7.3465,0.0467019698829269,-0.163499960899353,0.0467019430184529,,,,,,2,8.072,0.0444780665551684,-0.31799997329712,0.0444783776174926,,,,,
2M06410417+0952020,2264,10,7.516,0.0044478066555169,0.009749794006348,0.0044481912416634,3,6.852,0.0051891077647693,-0.751330001907348,0.005189085142055,2.3.7,7.271,0.0088956133110339,-0.239000091552734,0.0088956755234986,,,,,,2,8.267,0.0630105942864887,-0.122999801635743,0.0630106225648811,,,,,
2M06410728+0949566,2264,,,,,,,,,,,3.7,7.31,0.0481845721014317,-0.200000057220459,0.0481846145190218,,,,,,,,,,,,,,,
2M06411362+0913534,2264,10,7.557,0.0111195166387924,0.0507501602172854,0.0111197711443303,3,7.038,0.0177912266220672,-0.565329893188476,0.017791351046997,2.3.7,7.321,0.0340998510256283,-0.188999900817871,0.0340995003735538,,,,,,2,8.167,0.0207564310590774,-0.223000183105469,0.0207563405682203,,,,,
2M06412203+0951126,2264,10,7.571,0.0118608177480448,0.0647500991821292,0.0118606650447217,3,6.943,0.0340998510256297,-0.660330160217285,0.0341002073333824,2.3.7,7.173,0.014826022185057,-0.337000141143799,0.0148263615257738,,,,,,2,8.3355,0.193479589514982,-0.0544997596740728,0.193480058936307,,,,,
2M06413491+1001472,2264,10,7.4275,0.0259455388238481,-0.0787499904632564,0.0259457791901897,3,7.06,0.0785779175807968,-0.543330057220459,0.0785778779910465,2.3.7,7.113,0.0785779175807968,-0.39700008392334,0.0785778779910465,,,,,,2,8.1945,0.0644931965049935,-0.195500030517579,0.0644931173254928,,,,,
2M06415315+0950474,2264,10,7.421,0.0133434199665496,-0.0852499961853023,0.0133431598053333,3,6.793,0.0192738288405726,-0.810329778747558,0.0192738458076087,2.3.7,7.296,0.0170499255128141,-0.213999996185303,0.0170497501867769,,,,,,2,8.279,0.0607866909587302,-0.110999717712403,0.0607858199842208,,,,,
2M06415578+0939580,2264,10,7.5145,0.0229803343868372,0.00824990272522,0.0229800827091376,3,7.009,0.0637518953957411,-0.594330175476074,0.0637515164652727,3.7,7.3925,0.107859311396282,-0.117500076293945,0.107859270392612,,,,,,2,8.27,0.0192738288405726,-0.119999542236329,0.01927313884778,,,,,
2M06415593+0940468,2264,10,7.545,0.0333585499163759,0.0387500762939456,0.0333586064731624,,,,,,3.7,7.272,0.169757954018891,-0.237999925613403,0.169757668407121,,,,,,2,8.151,0.287624830390088,-0.238999977111817,0.287625192353519,,,,,
2M06420924+0944034,2264,10,7.5355,0.0111195166387924,0.0292498111724856,0.0111201246242446,3,6.961,0.0289107432608596,-0.642330034332275,0.028910768711413,3.7,7.0875,0.0163086244035611,-0.422499904632568,0.0163088562863854,,,,,,2,8.159,0.0192738288405726,-0.230999603271485,0.01927313884778,,,,,
2M05331415-0611489,aori,,,,,,,,,,,3.6,7.3055,0.0659757987234989,-0.204499969482422,0.0659759655660187,,,,,,,,,,,,,,,
2M05332216-0611538,aori,,,,,,,,,,,3.6,7.3805,0.0237216354960896,-0.129499921798706,0.023721683569358,,,,,,,,,,,,,,,
2M05332371-0609336,aori,2,7.244,0,-0.26225004196167,0,,,,,,3.6,7.04375,0.0196444793951989,-0.466250071525574,0.0196444694977616,,,,,,,,,,,,,,,
2M05334368-0624287,aori,2,7.316,0.0088956133110339,-0.190250015258789,0.0088956755234986,5,7.675,0.0459606687736745,0.0716701907348635,0.0459601654182757,3.6,7.42575,0.0111195166387918,-0.0842498636245725,0.011119417664416,2,4.858,0.0474432709921793,-0.0420001983642581,0.0474426601788873,,,,,,,,,,
2M05334544-0657060,aori,,,,,,,,,,,3.6,7.33225,0.0681997020512577,-0.177750000953674,0.0681997077069363,,,,,,,,,,,,,,,
2M05334651-0615167,aori,2,7.485,0.0170499255128141,-0.0212498664855953,0.0170501036666912,,,,,,3.6,7.3275,0.0211270816137046,-0.182499895095825,0.0211269642583731,,,,,,,,,,,,,,,
2M05341474-0619181,aori,2,7.6225,0.0570801854124656,0.116249942779541,0.0570799365626059,,,,,,3.6,6.959,0.109341913614788,-0.551000008583069,0.109342118633138,,,,,,,,,,,,,,,
2M05341755-0603381,aori,,,,,,,,,,,3.6,7.4555,0.140847210758032,-0.0545001125335692,0.140847253175622,,,,,,,,,,,,,,,
2M05342429-0606555,aori,2,7.2045,0.0126021188572985,-0.301750040054321,0.0126019124250277,,,,,,3.6,7.203,0.0148260221850557,-0.306999931335449,0.0148260080458595,,,,,,,,,,,,,,,
2M05342510-0643274,aori,2,7.183,0.0459606687736738,-0.323249912261963,0.0459608723781042,,,,,,3.6,7.158,0.0459606687736738,-0.352000007629394,0.0459606956381471,2,5.071,0.0800605197993029,0.171000099182129,0.0800603727516581,,,,,,,,,,
2M05342800-0559524,aori,2,7.4365,0.0051891077647693,-0.0697501659393306,0.0051894386219694,5,7.757,0.0289107432608583,0.153669969482422,0.0289107687114129,3.6,7.37775,0.0140847210758033,-0.132249960899353,0.0140847606655536,2,5.103,0.0252042377145944,0.203000164031982,0.0252045318098839,,,,,,,,,,
2M05342808-0616131,aori,2,7.358,0.0355824532441344,-0.148250198364257,0.0355819951341655,,,,,,3.6,7.429,0.0770953153622914,-0.0809998607635496,0.0770953832304349,,,,,,,,,,,,,,,
2M05342868-0622079,aori,,,,,,,,,,,3,7.5355,0.128245091900735,0.0254998111724855,0.128245340750594,,,,,,,,,,,,,,,
2M05343425-0602097,aori,,,,,,,,,,,3,7.3145,0.269833603768019,-0.195500144958496,0.269833487826608,,,,,,,,,,,,,,,
2M05343859-0635564,aori,,,,,,,,,,,3,6.811,0.126021188572976,-0.699000129699707,0.126021245129762,,,,,,,,,,,,,,,
2M05350292-0605252,aori,,,,,,5,7.742,0.0281694421516066,0.138670102996826,0.0281695213311072,3.6,7.36725,0.052632378756949,-0.142749915122986,0.0526322755408138,,,,,,,,,,,,,,,
2M05350869-0605024,aori,2,7.404,0.0044478066555169,-0.10225019454956,0.004447484281835,,,,,,3.6,7.4445,0.0066717099832744,-0.0655000305175779,0.0066717566426238,,,,,,,,,,,,,,,
2M05351790-0648540,aori,,,,,,,,,,,3,7.388,0.0088956133110339,-0.121999988555908,0.0088956755234986,,,,,,,,,,,,,,,
2M05351798-0604430,aori,2,7.584,0.028910743260859,0.0777498722076419,0.0289104152314988,5,7.8565,0.0511497765384438,0.253170148773194,0.0511499575201593,3.6,7.649,0.0207564310590781,0.138999929428101,0.0207563405682204,2,4.683,0,-0.216999912261963,0,,,,,,,,,,
