ID,RA,DEC,REGION,t25,t50,t75,g25,g50,g75,m25,m50,m75,a25,a50,a75,v25,v50,v75
2M05234715-0043587,80.94646,-0.732984,OrionBOB1,4389.0,4419.0,4444.0,4.11,4.16,4.18,-0.11,-0.09,-0.07,0.01,0.05,0.07,14.92,15.14,15.94
2M05235154+0103250,80.964774,1.05696,OrionBOB1,3945.0,3979.0,4101.0,4.09,4.16,4.22,-0.16,-0.12,-0.08,-0.07,-0.06,-0.03,14.95,15.41,16.71
2M05235850+0021053,80.993761,0.351482,OrionBOB1,4465.0,4482.0,4618.0,4.04,4.07,4.25,-0.02,0.0,0.07,0.01,0.03,0.05,21.04,21.45,22.49
2M05240075-0212416,81.003145,-2.211556,OrionBOB1,4105.0,4121.0,4158.0,3.73,3.76,3.8,-0.16,-0.14,-0.13,-0.01,0.0,0.02,19.32,19.49,20.06
2M05240229+0153213,81.009549,1.889264,OrionBOB1,3623.0,3655.0,3730.0,4.06,4.16,4.23,-0.1,-0.01,0.01,-0.08,-0.06,-0.03,14.56,14.87,15.96
2M05240425+0148303,81.017725,1.808425,OrionBOB1,3521.0,3551.0,3629.0,3.89,4.01,4.11,-0.02,0.03,0.08,-0.09,-0.07,-0.05,14.64,15.19,16.24
2M05240756+0138416,81.03153,1.644913,OrionBOB1,3520.0,3527.0,3609.75,3.79,3.81,3.91,-0.01,0.0,0.03,-0.1,-0.1,-0.07,15.25,15.48,16.87
2M05240873+0108109,81.03641,1.136366,OrionBOB1,4490.0,4512.0,4575.0,3.86,3.9,3.98,-0.07,-0.06,-0.04,-0.01,0.0,0.02,25.67,25.97,26.67
2M05241035+0144074,81.043147,1.735392,OrionBOB1,3918.0,3928.0,4004.0,4.18,4.22,4.26,-0.08,-0.06,-0.01,-0.05,-0.05,-0.02,14.78,14.95,16.11
2M05241048-0131503,81.043669,-1.530654,OrionBOB1,4425.0,4434.0,4485.0,4.17,4.2,4.26,-0.02,-0.01,0.02,0.02,0.03,0.06,15.28,15.44,16.19
2M05241054+0111386,81.043951,1.194056,OrionBOB1,3525.0,3529.0,3605.0,3.85,3.87,3.91,-0.03,0.0,0.02,-0.12,-0.11,-0.09,19.32,19.62,20.8
2M05241184+0122021,81.049357,1.367254,OrionBOB1,4368.0,4374.0,4458.0,3.92,3.95,4.08,-0.07,-0.07,-0.04,-0.01,0.0,0.04,23.52,23.7,23.97
2M05241763+0102157,81.07346,1.037717,OrionBOB1,4666.0,4677.0,4780.0,3.96,3.98,4.04,-0.16,-0.15,-0.12,0.02,0.03,0.04,23.66,23.8,24.05
2M05242526+0008517,81.105278,0.147709,OrionBOB1,4127.0,4149.0,4197.0,4.13,4.2,4.25,-0.07,-0.05,0.01,-0.05,-0.04,0.0,14.51,14.69,15.42
2M05243017-0143174,81.125723,-1.721521,OrionBOB1,4040.0,4058.0,4104.0,4.22,4.29,4.33,-0.05,0.03,0.04,-0.04,-0.03,-0.01,15.68,16.79,18.33
2M05243267+0000129,81.136144,0.003603,OrionBOB1,3983.5,4069.0,4109.0,4.07,4.21,4.27,-0.07,0.03,0.05,-0.07,-0.05,-0.03,19.12,19.34,19.95
2M05243566+0110191,81.148594,1.171975,OrionBOB1,4778.0,4803.0,4862.0,4.2,4.24,4.25,-0.09,-0.07,-0.05,0.03,0.05,0.07,23.31,23.67,23.98
2M05243993+0121408,81.166413,1.361338,OrionBOB1,3937.0,4030.0,4070.0,4.22,4.5,4.68,-0.1,0.04,0.1,-0.06,-0.05,-0.01,12.77,14.39,15.74
2M05244353-0247129,81.181391,-2.78694,OrionBOB1,5588.0,5602.0,5635.0,3.94,3.98,4.04,-0.11,-0.1,-0.08,-0.01,0.01,0.03,15.0,15.1,15.66
2M05244957+0250283,81.206556,2.841222,OrionBOB1,4454.0,4460.0,4529.0,4.07,4.1,4.12,-0.07,-0.06,-0.04,0.04,0.05,0.07,24.27,24.48,24.98
2M05245227+0138439,81.217796,1.645528,OrionBOB1,4288.0,4299.0,4338.0,4.14,4.17,4.25,-0.08,-0.07,-0.05,-0.02,-0.01,0.0,16.21,16.5,17.64
2M05245544-0253183,81.231028,-2.888437,OrionBOB1,3708.0,3758.5,3793.0,3.85,3.95,4.12,-0.15,-0.1,-0.02,-0.08,-0.07,-0.05,14.69,15.15,16.3
2M05250874+0145542,81.286433,1.765068,OrionBOB1,4309.0,4318.0,4364.0,4.12,4.15,4.19,-0.15,-0.14,-0.13,-0.04,-0.03,-0.02,14.83,14.93,15.69
2M05251341-0124370,81.305911,-1.410293,OrionBOB1,3761.0,3771.0,3824.0,4.12,4.16,4.19,-0.07,-0.04,0.0,-0.07,-0.06,-0.04,16.3,16.93,18.77
2M05251394+0143313,81.308116,1.725368,OrionBOB1,3851.0,3859.0,3908.0,4.19,4.23,4.25,-0.11,-0.08,-0.05,-0.07,-0.06,-0.04,12.35,14.2,14.75
2M05251672+0116158,81.319692,1.271074,OrionBOB1,3434.0,3443.0,3531.0,3.4,3.46,3.58,-0.51,-0.43,-0.36,-0.09,-0.08,-0.06,31.58,37.96,38.92
2M05251705+0148223,81.321054,1.806205,OrionBOB1,4431.0,4440.0,4503.0,3.93,3.96,4.04,-0.09,-0.08,-0.06,0.0,0.0,0.02,18.94,19.06,19.38
2M05252037-0158368,81.334911,-1.97691,OrionBOB1,4173.0,4198.0,4290.0,4.07,4.13,4.19,-0.2,-0.16,-0.13,0.0,0.02,0.06,19.06,19.36,19.87
2M05252125+0146555,81.338569,1.782086,OrionBOB1,3752.0,3757.0,3806.0,4.21,4.23,4.25,-0.11,-0.07,-0.06,-0.07,-0.06,-0.04,15.13,15.37,17.08
2M05252805+0137175,81.366885,1.621536,OrionBOB1,3999.0,4111.0,4145.0,3.89,3.97,4.01,-0.17,-0.15,-0.13,-0.1,-0.06,-0.04,43.25,44.14,44.96
2M05253643+0121245,81.401796,1.356808,OrionBOB1,3418.0,3451.0,3486.0,3.57,3.59,3.74,-0.2,-0.18,-0.11,-0.1,-0.09,-0.07,34.34,35.07,35.92
2M05253785+0026038,81.407727,0.434406,OrionBOB1,4592.0,4610.0,4682.0,3.83,3.88,3.97,-0.07,-0.06,-0.04,0.0,0.01,0.02,33.16,33.32,33.64
2M05253888+0201299,81.412012,2.024977,OrionBOB1,4198.0,4211.0,4303.0,4.08,4.11,4.16,-0.11,-0.1,-0.08,-0.04,-0.02,-0.01,20.25,20.5,21.31
2M05253994+0140211,81.416426,1.672528,OrionBOB1,3457.0,3469.0,3519.0,3.77,3.8,3.9,-0.08,-0.05,-0.01,-0.09,-0.08,-0.05,14.56,14.72,15.7
2M05255041+0019001,81.460065,0.316722,OrionBOB1,4363.0,4372.0,4427.0,3.88,3.92,3.99,-0.11,-0.1,-0.08,0.01,0.01,0.04,28.81,29.06,29.51
2M05255075+0047489,81.461485,0.796934,OrionBOB1,5705.0,5745.0,5753.0,3.87,3.91,3.94,-0.28,-0.25,-0.25,-0.22,-0.2,-0.18,33.61,33.92,34.39
2M05260277-0206418,81.511554,-2.111619,OrionBOB1,4467.0,4478.0,4606.0,4.02,4.06,4.27,-0.01,0.0,0.06,0.05,0.07,0.09,43.55,44.33,45.01
2M05260369-0152054,81.515382,-1.868181,OrionBOB1,3866.0,3879.0,3938.0,4.04,4.09,4.12,-0.08,-0.06,-0.04,-0.06,-0.06,-0.03,33.07,33.52,34.2
2M05260443-0153012,81.518496,-1.883679,OrionBOB1,4182.0,4202.0,4258.0,4.05,4.09,4.15,-0.08,-0.06,-0.04,-0.03,-0.01,0.01,15.47,15.84,16.97
2M05260639+0137116,81.526631,1.619901,OrionBOB1,3665.0,3721.0,3770.0,4.11,4.16,4.22,-0.06,0.04,0.06,-0.09,-0.07,-0.05,20.32,20.82,22.4
2M05260800+0141152,81.533369,1.687565,OrionBOB1,3537.0,3561.0,3656.0,3.69,3.75,3.83,-0.18,-0.11,0.0,-0.1,-0.09,-0.07,24.09,24.94,26.29
2M05260969-0207043,81.540397,-2.117868,OrionBOB1,4283.0,4292.0,4336.5,3.92,3.94,4.05,-0.1,-0.09,-0.06,0.0,0.01,0.03,15.8,15.93,16.74
2M05261151+0052280,81.547959,0.874465,OrionBOB1,4450.0,4462.0,4509.0,4.04,4.07,4.11,-0.05,-0.04,-0.02,0.03,0.04,0.06,34.72,35.42,35.97
2M05262624+0314428,81.609366,3.245245,OrionBOB1,4481.0,4501.0,4562.0,3.75,3.76,3.82,-0.13,-0.12,-0.1,0.04,0.05,0.07,38.04,38.38,38.77
2M05262765+0351318,81.615249,3.85885,OrionBOB1,3728.0,3759.0,3817.0,3.72,3.79,3.92,-0.17,-0.13,-0.08,-0.08,-0.07,-0.05,20.25,20.72,22.1
2M05263185-0248343,81.632725,-2.809542,OrionBOB1,4362.0,4372.0,4440.0,3.8,3.84,3.97,-0.14,-0.13,-0.1,0.01,0.02,0.04,19.96,20.2,20.8
2M05263709-0231376,81.654542,-2.527123,OrionBOB1,3695.0,3704.0,3769.0,3.62,3.66,3.81,-0.39,-0.36,-0.28,-0.11,-0.1,-0.07,41.84,43.85,44.77
2M05263804+0121455,81.658526,1.36264,OrionBOB1,3762.0,3777.0,3853.0,4.1,4.14,4.2,-0.07,-0.03,0.04,-0.07,-0.06,-0.04,17.05,18.81,19.71
2M05263991-0207555,81.666324,-2.132108,OrionBOB1,4285.0,4292.0,4342.0,3.92,3.94,4.04,-0.08,-0.07,-0.06,0.0,0.01,0.03,23.48,23.71,23.9
2M05264348+0143538,81.681189,1.731622,OrionBOB1,4494.0,4510.0,4588.0,3.88,3.92,4.02,-0.08,-0.07,-0.04,0.06,0.07,0.08,28.39,28.53,28.88
2M05264681+0226039,81.695083,2.43442,OrionBOB1,4077.0,4093.0,4150.0,4.12,4.16,4.26,-0.09,-0.06,-0.02,-0.06,-0.05,-0.01,30.09,30.89,32.1
2M05265191+0023039,81.716326,0.384421,OrionBOB1,4200.0,4212.0,4272.0,3.74,3.75,3.86,-0.14,-0.12,-0.11,0.0,0.02,0.04,28.5,28.73,29.13
2M05265958+0246583,81.748256,2.782872,OrionBOB1,3478.0,3534.0,3632.0,3.77,4.11,4.2,-0.34,-0.12,-0.06,-0.09,-0.07,-0.05,15.32,16.1,19.73
2M05265991+0209060,81.749657,2.15168,OrionBOB1,5559.0,5598.0,5610.0,3.92,3.94,4.0,-0.09,-0.07,-0.06,-0.06,-0.04,-0.02,35.26,35.84,36.65
2M05270085-0117575,81.753547,-1.299319,OrionBOB1,5621.0,5689.0,5752.0,3.73,3.8,3.9,-0.19,-0.16,-0.12,-0.04,-0.02,0.0,16.23,16.44,17.21
2M05270646+0137245,81.776958,1.623479,OrionBOB1,3535.0,3554.0,3653.0,3.75,3.79,3.9,-0.06,0.0,0.02,-0.09,-0.08,-0.05,15.19,15.59,16.93
2M05271018+0050452,81.79243,0.845912,OrionBOB1,5730.0,5826.0,5855.0,4.48,4.58,4.61,0.03,0.08,0.1,-0.07,-0.05,-0.04,13.95,14.19,14.33
2M05271421-0208189,81.809248,-2.138596,OrionBOB1,4202.0,4211.0,4283.0,4.05,4.08,4.1,-0.12,-0.1,-0.08,-0.02,-0.02,0.01,14.92,15.07,15.77
2M05271720-0220239,81.821673,-2.339977,OrionBOB1,5926.0,6154.0,6292.0,3.74,3.95,4.11,-0.31,-0.16,-0.1,-0.06,0.01,0.07,12.67,14.18,14.38
2M05272543-0105515,81.855988,-1.097652,OrionBOB1,3345.0,3364.0,3435.0,3.83,4.01,4.1,0.01,0.22,0.28,-0.07,-0.06,-0.03,14.95,15.34,16.57
2M05272886-0205320,81.870285,-2.092227,OrionBOB1,4301.0,4308.0,4358.0,3.92,3.96,4.03,-0.04,-0.04,-0.02,0.04,0.04,0.06,21.22,21.4,22.11
2M05272968+0129029,81.873672,1.484166,OrionBOB1,4433.0,4439.0,4498.0,4.16,4.17,4.21,-0.03,-0.02,0.0,-0.01,-0.01,0.01,19.09,19.19,19.61
2M05273137+0116459,81.880735,1.279431,OrionBOB1,4132.0,4157.0,4202.0,3.79,3.84,3.97,-0.09,-0.07,-0.04,-0.01,0.02,0.06,29.22,29.53,30.33
2M05273301+0341487,81.887573,3.696874,OrionBOB1,4091.0,4102.0,4141.0,4.25,4.28,4.33,-0.12,-0.1,-0.08,-0.03,-0.01,0.0,14.4,14.51,15.21
2M05273617+0051538,81.900745,0.864956,OrionBOB1,4570.0,4579.0,4650.0,4.07,4.09,4.18,-0.11,-0.11,-0.08,0.02,0.03,0.04,24.79,24.93,25.36
2M05273778-0127345,81.907442,-1.459607,OrionBOB1,4056.0,4069.0,4119.0,4.28,4.31,4.34,-0.02,0.02,0.03,-0.03,-0.03,0.0,15.31,15.67,16.71
2M05273980-0158371,81.915849,-1.976995,OrionBOB1,4340.0,4356.0,4378.0,3.92,3.94,4.0,0.05,0.06,0.07,0.01,0.02,0.03,28.63,28.79,29.19
2M05274060-0016575,81.919186,-0.282648,OrionBOB1,3721.0,3757.0,3828.0,3.73,3.85,3.94,-0.17,-0.12,-0.07,-0.1,-0.09,-0.06,15.79,16.46,19.14
2M05274063+0103572,81.919321,1.065908,OrionBOB1,3681.0,3759.0,3788.0,4.08,4.13,4.2,-0.07,0.02,0.06,-0.09,-0.07,-0.06,15.67,16.27,17.91
2M05274257-0221008,81.927375,-2.350233,OrionBOB1,4293.0,4311.0,4376.0,4.14,4.2,4.23,-0.13,-0.11,-0.1,0.01,0.03,0.07,15.01,15.17,15.9
2M05275896-0053151,81.99569,-0.887532,OrionBOB1,4594.0,4603.0,4668.0,3.99,4.01,4.04,-0.15,-0.14,-0.12,0.05,0.07,0.08,41.37,42.29,42.38
2M05275999+0229480,81.999992,2.496677,OrionBOB1,5703.0,5759.0,5786.0,3.69,3.74,3.75,-0.26,-0.22,-0.21,-0.12,-0.1,-0.07,32.14,33.2,33.67
2M05280994+0210263,82.041435,2.173985,OrionBOB1,4438.0,4448.0,4519.0,3.91,3.95,4.01,-0.09,-0.08,-0.06,-0.01,-0.01,0.02,29.17,29.34,29.78
2M05281249-0149387,82.052047,-1.827429,OrionBOB1,3465.0,3491.0,3563.0,3.63,3.76,3.86,-0.2,-0.11,-0.06,-0.07,-0.06,-0.03,14.59,14.83,15.8
2M05281925-0152039,82.080245,-1.867755,OrionBOB1,4306.0,4316.0,4343.0,3.81,3.83,3.91,-0.08,-0.07,-0.06,0.03,0.04,0.06,19.52,19.64,20.14
2M05282059-0022432,82.085828,-0.378679,OrionBOB1,3765.0,3778.0,3834.0,4.08,4.11,4.16,-0.07,-0.04,0.02,-0.06,-0.05,-0.02,15.67,16.03,17.4
2M05282400-0128577,82.100036,-1.482704,OrionBOB1,3762.0,3772.0,3841.0,4.12,4.16,4.2,-0.04,0.03,0.04,-0.07,-0.06,-0.04,14.64,14.83,15.87
2M05282858-0206103,82.119085,-2.102877,OrionBOB1,4139.0,4173.0,4204.0,4.05,4.1,4.15,-0.1,-0.07,-0.06,-0.04,0.0,0.03,15.01,15.22,16.38
2M05283339+0009299,82.139145,0.158319,OrionBOB1,4105.0,4129.0,4187.0,3.92,4.08,4.19,-0.1,-0.05,0.04,-0.04,-0.02,0.02,14.59,14.91,15.73
2M05283543+0140073,82.147655,1.668722,OrionBOB1,5983.0,6040.0,6126.0,4.19,4.25,4.36,-0.15,-0.11,-0.08,-0.1,-0.08,-0.06,21.39,22.15,23.77
2M05283771+0011485,82.157141,0.196823,OrionBOB1,3351.0,3357.0,3420.0,3.56,3.59,3.65,-0.26,-0.22,-0.21,-0.07,-0.07,-0.05,14.55,14.75,15.78
2M05283775+0138039,82.157312,1.634438,OrionBOB1,5648.0,5688.0,5769.0,3.81,3.85,3.95,-0.36,-0.34,-0.32,-0.16,-0.14,-0.1,33.85,34.16,34.64
2M05284486+0249405,82.186947,2.827944,OrionBOB1,3815.0,3850.0,3933.0,3.87,3.95,4.1,-0.14,-0.08,-0.03,-0.07,-0.06,-0.01,17.21,19.05,19.84
2M05284683+0048406,82.195151,0.811284,OrionBOB1,4833.0,4843.0,4890.0,4.25,4.27,4.3,-0.1,-0.09,-0.07,0.05,0.08,0.09,39.89,40.49,40.95
2M05284687+0033300,82.195327,0.558348,OrionBOB1,5257.0,5333.0,5371.0,4.12,4.19,4.24,-0.16,-0.12,-0.1,-0.11,-0.09,-0.07,31.57,32.71,32.96
2M05285332+0148551,82.222178,1.815309,OrionBOB1,4095.0,4103.0,4138.0,4.29,4.33,4.37,-0.12,-0.09,-0.09,-0.04,-0.03,-0.02,16.15,16.69,18.07
2M05285348+0049443,82.222852,0.828995,OrionBOB1,6285.0,6322.0,6335.0,4.53,4.6,4.62,-0.09,-0.07,-0.06,-0.07,-0.06,-0.04,19.38,19.49,20.05
2M05285401-0117144,82.225059,-1.287344,OrionBOB1,4044.0,4057.0,4108.0,4.14,4.17,4.19,-0.16,-0.14,-0.13,-0.05,-0.04,-0.01,14.64,14.79,15.78
2M05285452-0141058,82.227191,-1.684963,OrionBOB1,4464.0,4471.0,4555.0,3.87,3.89,3.99,-0.1,-0.09,-0.07,0.04,0.05,0.06,24.36,24.47,24.95
2M05285461+0305035,82.227569,3.084306,OrionBOB1,3537.0,3551.0,3608.0,3.7,3.74,3.79,-0.11,-0.04,0.0,-0.09,-0.08,-0.05,14.69,15.03,16.25
2M05285915+0204488,82.246489,2.080245,OrionBOB1,4704.0,4812.0,4832.0,3.9,3.93,4.02,-0.14,-0.1,-0.09,0.02,0.04,0.05,34.98,35.34,36.0
2M05290146-0011297,82.256099,-0.19161,OrionBOB1,3850.0,3874.0,3961.0,4.08,4.17,4.24,-0.13,-0.09,-0.05,-0.04,-0.03,0.05,14.52,14.85,16.16
2M05290452-0142312,82.268851,-1.708694,OrionBOB1,4442.0,4455.0,4567.5,3.77,3.8,3.92,-0.04,-0.03,0.0,0.01,0.02,0.04,28.61,28.8,29.18
2M05290743+0150319,82.280968,1.842219,OrionBOB1,3561.0,3653.0,3704.0,3.55,3.61,3.68,-0.15,-0.11,-0.05,-0.1,-0.09,-0.07,38.79,40.14,41.61
2M05291271-0010187,82.302961,-0.171881,OrionBOB1,3878.0,3888.0,3972.0,4.11,4.13,4.17,-0.09,-0.07,-0.05,-0.05,-0.05,-0.01,14.52,14.66,15.45
2M05291877-0118370,82.328225,-1.310279,OrionBOB1,5569.0,5623.0,5676.0,3.8,3.86,3.93,-0.24,-0.2,-0.18,-0.03,-0.01,0.02,23.92,24.07,24.43
2M05291896+0309190,82.329002,3.155303,OrionBOB1,4354.0,4362.0,4404.0,3.79,3.84,3.92,-0.13,-0.12,-0.11,0.03,0.04,0.06,33.21,33.43,33.81
2M05292269-0131537,82.344573,-1.531594,OrionBOB1,5573.0,5610.0,5624.0,3.68,3.71,3.74,-0.19,-0.16,-0.15,-0.04,-0.01,0.01,25.76,26.09,26.84
2M05292270-0250258,82.344606,-2.840502,OrionBOB1,6188.0,6249.0,6362.0,4.36,4.42,4.53,-0.19,-0.16,-0.12,-0.11,-0.08,-0.05,19.53,19.72,20.26
2M05292353+0207150,82.348053,2.120842,OrionBOB1,5335.0,5494.0,5547.0,3.95,4.11,4.15,-0.16,-0.07,-0.04,-0.08,-0.06,-0.02,35.66,36.05,37.81
2M05292524-0030133,82.355178,-0.503716,OrionBOB1,5667.0,5725.0,5813.0,3.75,3.83,3.96,-0.14,-0.11,-0.09,-0.11,-0.06,-0.02,15.0,15.14,15.77
2M05292607+0333160,82.358651,3.554463,OrionBOB1,4852.0,4863.0,4942.0,3.78,3.8,3.88,-0.21,-0.2,-0.17,0.09,0.1,0.11,29.84,30.19,30.74
2M05293074+0402431,82.378122,4.045319,OrionBOB1,4123.0,4136.0,4174.0,3.86,3.93,4.04,-0.12,-0.11,-0.08,-0.04,-0.02,-0.01,28.79,29.14,29.73
2M05293802+0156055,82.408444,1.934886,OrionBOB1,5973.0,6001.0,6117.0,3.71,3.76,3.84,-0.43,-0.41,-0.38,-0.17,-0.12,-0.07,43.48,44.35,45.11
2M05293906-0037377,82.412777,-0.62715,OrionBOB1,4433.0,4455.0,4501.0,3.88,3.96,4.07,-0.06,-0.05,-0.03,0.03,0.05,0.07,18.77,19.02,19.29
2M05295313+0232136,82.471407,2.537121,OrionBOB1,3552.0,3628.0,3717.0,3.73,3.78,3.89,-0.16,-0.02,0.01,-0.1,-0.09,-0.06,36.58,38.02,39.01
2M05300137+0116371,82.505714,1.276993,OrionBOB1,4606.0,4647.0,4687.0,4.03,4.12,4.18,-0.12,-0.1,-0.08,0.07,0.09,0.1,16.4,16.77,17.7
2M05301252-0007021,82.552169,-0.117254,OrionBOB1,3754.0,3781.0,3871.0,3.85,3.96,4.15,-0.1,-0.04,0.04,-0.08,-0.06,-0.02,19.79,21.87,24.45
2M05301790-0159227,82.574617,-1.989658,OrionBOB1,3573.0,3661.0,3751.0,3.79,3.85,3.99,-0.25,-0.15,-0.1,-0.07,-0.05,-0.01,14.84,15.03,16.13
2M05301807+0325553,82.57532,3.432049,OrionBOB1,4422.0,4441.0,4514.0,3.78,3.83,3.94,-0.1,-0.09,-0.06,0.01,0.03,0.06,23.77,23.92,24.43
2M05302157+0007041,82.58991,0.117826,OrionBOB1,3517.0,3541.0,3635.0,3.82,3.88,4.01,-0.02,0.01,0.06,-0.08,-0.07,-0.04,14.89,15.3,16.56
2M05302878+0149539,82.619932,1.831664,OrionBOB1,5820.0,5840.0,5875.0,3.68,3.69,3.83,-0.35,-0.34,-0.32,-0.01,0.0,0.0,29.01,29.17,29.69
2M05303497+0218546,82.645717,2.315191,OrionBOB1,4541.0,4553.0,4605.0,3.86,3.88,3.96,-0.1,-0.1,-0.08,0.04,0.05,0.06,23.75,23.87,24.21
2M05303519+0220423,82.646654,2.345091,OrionBOB1,4625.0,4634.0,4686.0,3.86,3.89,3.96,-0.06,-0.05,-0.03,0.09,0.1,0.11,24.85,25.01,25.55
2M05305299+0006477,82.72081,0.113277,OrionBOB1,3348.0,3354.0,3426.0,3.39,3.42,3.54,-0.15,-0.08,-0.05,-0.1,-0.09,-0.07,24.39,24.81,26.18
2M05305374-0234135,82.72393,-2.570433,OrionBOB1,4605.0,4617.0,4696.0,3.79,3.84,3.92,-0.15,-0.14,-0.12,0.06,0.08,0.09,28.38,28.51,28.87
2M05305787-0156527,82.741154,-1.947977,OrionBOB1,4898.0,4959.0,5059.0,3.81,3.88,3.97,-0.21,-0.18,-0.13,0.08,0.1,0.12,37.64,38.04,38.4
2M05310114+0247094,82.75475,2.785966,OrionBOB1,4334.0,4340.0,4386.0,3.9,3.93,4.0,-0.14,-0.13,-0.12,0.01,0.02,0.04,23.76,23.87,24.29
2M05311096+0119175,82.795698,1.321534,OrionBOB1,4582.0,4626.0,4688.0,3.86,3.91,3.99,-0.13,-0.12,-0.1,0.06,0.08,0.09,18.92,19.07,19.32
2M05311998-0146533,82.833288,-1.781497,OrionBOB1,4073.0,4097.0,4149.0,4.32,4.6,4.62,0.02,0.11,0.13,-0.06,-0.04,0.01,14.4,14.62,15.68
2M05313927-0045286,82.913666,-0.757961,OrionBOB1,3963.0,3988.0,4088.0,3.9,4.0,4.06,-0.12,-0.1,-0.06,-0.09,-0.08,-0.05,20.1,20.69,21.9
2M05314469-0130582,82.936219,-1.516185,OrionBOB1,5574.0,5612.0,5655.0,3.74,3.83,3.9,-0.2,-0.17,-0.16,-0.04,-0.02,0.01,43.01,43.77,44.28
2M05314669+0142241,82.944547,1.706722,OrionBOB1,4590.0,4615.0,4689.0,3.88,3.92,4.0,-0.13,-0.12,-0.1,0.04,0.06,0.07,23.56,23.73,23.97
2M05314751+0217129,82.947985,2.286939,OrionBOB1,6105.0,6160.0,6196.0,4.41,4.46,4.49,-0.08,-0.04,-0.02,-0.07,-0.05,-0.04,28.21,28.37,28.62
2M05314827-0147591,82.951132,-1.799776,OrionBOB1,3477.0,3526.0,3572.0,3.51,3.69,3.77,-0.11,-0.04,0.03,-0.1,-0.08,-0.06,24.46,26.59,29.43
2M05315128-0108567,82.963669,-1.149089,OrionBOB1,5617.0,5637.0,5753.0,3.69,3.74,3.84,-0.18,-0.17,-0.11,-0.05,-0.02,0.01,29.97,30.33,31.05
2M05315981-0152110,82.999215,-1.86974,OrionBOB1,3339.0,3377.0,3471.0,3.7,3.8,3.85,0.03,0.14,0.24,-0.11,-0.1,-0.08,19.92,20.86,22.86
2M05320646-0155254,83.026943,-1.923743,OrionBOB1,4572.0,4585.0,4663.0,3.76,3.79,3.88,-0.12,-0.11,-0.09,0.08,0.1,0.12,29.93,30.21,30.63
2M05322569-0133118,83.10707,-1.553284,OrionBOB1,3971.0,4056.0,4106.0,3.98,4.04,4.1,-0.14,-0.12,-0.07,-0.07,-0.05,-0.02,24.48,24.82,25.68
2M05322919+0204040,83.121648,2.067778,OrionBOB1,4185.0,4195.0,4249.0,4.12,4.15,4.19,-0.05,-0.04,-0.02,-0.05,-0.04,-0.02,19.47,19.64,20.38
2M05322991-0152399,83.124637,-1.877771,OrionBOB1,4107.0,4124.0,4171.0,4.04,4.08,4.13,-0.1,-0.07,-0.05,-0.04,-0.03,0.01,14.89,15.07,16.04
2M05323435-0150463,83.143147,-1.846214,OrionBOB1,4065.0,4100.0,4132.0,4.14,4.18,4.23,-0.12,-0.1,-0.08,-0.03,0.0,0.01,14.59,14.74,15.41
2M05323766-0137445,83.156929,-1.629042,OrionBOB1,4315.0,4323.0,4353.0,3.8,3.82,3.86,-0.08,-0.07,-0.06,0.04,0.04,0.06,23.85,23.99,24.3
2M05324061+0211587,83.169222,2.199646,OrionBOB1,5939.0,6037.0,6145.0,3.76,3.86,3.97,-0.5,-0.45,-0.41,-0.12,-0.07,-0.03,43.41,44.35,45.2
2M05324550-0140344,83.189603,-1.67623,OrionBOB1,4369.0,4374.0,4448.0,3.88,3.92,3.99,-0.18,-0.17,-0.15,0.0,0.01,0.02,15.49,15.75,16.44
2M05324957-0157385,83.206563,-1.960697,OrionBOB1,4632.0,4647.0,4697.0,3.85,3.89,3.93,-0.08,-0.07,-0.06,0.06,0.07,0.08,33.19,33.36,33.67
2M05325412+0235422,83.225531,2.595081,OrionBOB1,5615.0,5665.0,5742.0,3.79,3.84,3.96,-0.42,-0.39,-0.36,-0.16,-0.13,-0.1,42.79,43.59,44.15
2M05325664+0018478,83.236013,0.313281,OrionBOB1,4366.0,4372.0,4464.0,3.65,3.67,3.78,-0.12,-0.12,-0.09,0.0,0.01,0.03,24.57,24.79,25.47
2M05330125-0141537,83.255228,-1.698272,OrionBOB1,4673.0,4694.0,4826.0,3.74,3.76,3.87,-0.13,-0.12,-0.08,0.05,0.07,0.09,18.98,19.13,19.38
2M05330172-0021025,83.257182,-0.350719,OrionBOB1,3842.0,3848.0,3929.0,3.77,3.8,3.84,-0.08,-0.04,-0.03,-0.08,-0.08,-0.04,19.21,19.35,20.32
2M05331308+0010299,83.304504,0.174975,OrionBOB1,4818.0,4835.0,4869.0,3.93,3.94,3.98,-0.11,-0.1,-0.08,0.06,0.07,0.09,30.23,30.42,30.93
2M05331353-0NGC226438,83.3064,-2.44552,OrionBOB1,5748.0,5762.0,5804.0,3.87,3.91,3.97,-0.32,-0.3,-0.29,-0.21,-0.19,-0.17,41.26,42.46,42.67
2M05332699+0238365,83.362491,2.643493,OrionBOB1,4096.0,4116.0,4166.0,4.12,4.16,4.25,-0.12,-0.1,-0.07,-0.06,-0.04,-0.01,14.61,14.77,15.72
2M05334729-0120274,83.44706,-1.34095,OrionBOB1,3857.0,3872.0,3912.0,4.11,4.14,4.17,-0.07,-0.05,-0.02,-0.06,-0.05,-0.03,14.19,14.37,15.02
2M05334918-0115455,83.45494,-1.262647,OrionBOB1,4225.0,4244.0,4306.0,3.97,4.03,4.06,-0.06,-0.05,-0.03,-0.02,-0.01,0.01,18.97,19.1,19.47
